,x,y,z,wts
24574,122.0,174.0,10.552720161636548,0.645848879134539
35563,177.0,163.0,9.051714877599094,0.8381002914839906
27561,137.0,161.0,11.114619290067129,0.5666163004347821
36351,181.0,151.0,10.152548426468863,0.7539252073089064
30367,151.0,167.0,11.290266877187449,0.5851348189533006
38972,194.0,172.0,8.933267587717276,1.9529021562858548
26236,131.0,36.0,13.146098647780432,0.7438700837823645
14040,70.0,40.0,13.244624245450936,0.7563590639571032
30998,154.0,198.0,12.429228315348933,1.1696129146632808
38748,193.0,148.0,11.490096270823871,0.9450458150961809
10998,54.0,198.0,12.091822256287518,1.5054618870408345
20188,100.0,188.0,8.091272919982089,0.8099321081777222
11712,58.0,112.0,11.59049221807965,0.6357785804380232
28580,142.0,180.0,12.409117396503518,0.7825046525550183
38985,194.0,185.0,8.624062924061043,2.925124378508078
1467,7.0,67.0,8.32214278719611,1.2704348121014788
9531,47.0,131.0,7.315970161443972,0.7197824105718842
7086,35.0,86.0,10.614194465768165,0.7868100944081335
5094,25.0,94.0,7.797332777670619,0.8672600619195046
28908,144.0,108.0,12.498196233718284,0.6230314188170787
32785,163.0,185.0,7.2803402633285295,0.9068432768936426
19818,99.0,18.0,11.931503783063434,1.0478244140524844
22371,111.0,171.0,9.357678735737139,0.6480447508956281
19644,98.0,44.0,8.811316830579074,0.7384043497304591
6609,33.0,9.0,10.515180831050854,1.719218281718282
10738,53.0,138.0,10.492972091446937,0.6609779921183431
31308,156.0,108.0,10.260095663408073,0.7363871988395253
6212,31.0,12.0,10.157560257550042,1.719218281718282
26718,133.0,118.0,10.647053750622048,0.5464220713743978
4778,23.0,178.0,7.198699749446809,1.3059817051045122
11704,58.0,104.0,10.462514368036272,0.6357785804380232
37882,189.0,82.0,9.294324141633771,1.2445465515640957
39806,199.0,6.0,9.173180811349571,2.8439153439153437
28435,142.0,35.0,11.949845991777247,0.801590141502422
39879,199.0,79.0,7.988794441799212,1.724344531362075
12028,60.0,28.0,10.619564569935362,0.8693864686511745
7742,38.0,142.0,8.689186727311396,0.8770273748343924
188,0.0,188.0,8.20937014059082,2.493699526594264
8528,42.0,128.0,8.4016199096977,0.7197824105718842
1980,9.0,180.0,7.634073307371824,2.493699526594264
3657,18.0,57.0,8.650245063689978,1.0258761300427965
5432,27.0,32.0,11.264381711594606,1.0603714096361154
21567,107.0,167.0,8.231070263753441,0.5728971395161326
27885,139.0,85.0,7.045972098657512,0.6609459896263864
10734,53.0,134.0,9.78775370039573,0.6609779921183431
15541,77.0,141.0,10.931423955520076,0.602805689380823
8591,42.0,191.0,7.821437216841385,1.6165729981519459
31809,159.0,9.0,10.827362939865539,1.6629315291595996
1235,6.0,35.0,10.131228752635984,1.2942844192844196
33433,167.0,33.0,5.457423088454735,1.4429719078841883
26678,133.0,78.0,6.985133939339056,0.6165015451819419
13086,65.0,86.0,13.574188377535686,0.6324891067538126
21968,109.0,168.0,9.602765770844675,0.5728971395161326
24191,120.0,191.0,7.005596165015709,1.1551793634650236
2622,13.0,22.0,9.579425583716779,1.550567488067488
16029,80.0,29.0,10.154119845877739,0.8357241433221826
7437,37.0,37.0,9.648480151117631,0.8443220269200661
16017,80.0,17.0,10.449364055115263,1.0481424439757774
21321,106.0,121.0,9.622897368887655,0.5621029538638459
21271,106.0,71.0,12.439255131288524,0.6321710768305195
22529,112.0,129.0,7.871930787222902,0.52610191070336
25497,127.0,97.0,10.040574246397322,0.5815050439573706
1830,9.0,30.0,11.179069222941195,1.4331733081733085
424,2.0,24.0,9.608115056089998,1.8035436785436785
38547,192.0,147.0,12.18527526276353,0.9450458150961809
3307,16.0,107.0,8.367595104549332,0.9870857699805068
30345,151.0,145.0,10.72630018829133,0.592189492674641
7052,35.0,52.0,10.76791148442094,0.8288899281546339
25559,127.0,159.0,11.263799081191364,0.5468917439455196
36888,184.0,88.0,7.43154931049733,1.1056576626752066
32398,161.0,198.0,12.26383545447497,1.2754330204833864
12486,62.0,86.0,13.493644300258511,0.6324891067538126
25611,128.0,11.0,11.52244592124507,1.3758667420948125
22066,110.0,66.0,10.851640537375,0.6321710768305195
19526,97.0,126.0,9.899273702612385,0.5472485272447134
23618,118.0,18.0,12.92055267590893,0.9922688584969287
24143,120.0,143.0,9.760514270921192,0.5283732254270013
17565,87.0,165.0,10.480670304287065,0.6178532798670099
28677,143.0,77.0,6.957068715252213,0.6782299402436702
4686,23.0,86.0,8.975437262102407,0.863970588235294
25041,125.0,41.0,9.637848388806768,0.7315244047700187
30371,151.0,171.0,10.75903098666381,0.6602824303327961
31624,158.0,24.0,11.244567447415434,1.3057886720167424
39029,195.0,29.0,9.935964693070666,2.323029796714007
33554,167.0,154.0,9.541349771670674,0.6594807628644619
3453,17.0,53.0,8.517815921609731,1.0258761300427965
39569,197.0,169.0,11.293465745452659,1.4983567017404005
32738,163.0,138.0,8.744093370193596,0.6957413511284603
4986,24.0,186.0,11.12751314900133,1.429438495227969
30240,151.0,40.0,10.555994980043398,0.8941827340950147
11555,57.0,155.0,9.858185030884753,0.6872125600195775
5330,26.0,130.0,5.741587199998641,0.8586712994607731
25088,125.0,88.0,9.895449504195446,0.5868719155523123
10963,54.0,163.0,9.08586641269471,0.7335088563158737
34692,173.0,92.0,10.089823529899878,0.8270026919149726
16768,83.0,168.0,10.347847399146598,0.6355658304742973
24570,122.0,170.0,10.765566671007337,0.5707012677550435
26839,134.0,39.0,12.892349124757287,0.7438700837823645
38152,190.0,152.0,11.835048560305244,0.9141816175653167
8780,43.0,180.0,7.412247195788384,1.0573624718361558
