,x,y,z,wts
38614,193.0,14.0,7.924647650791398,2.075854929678019
36958,184.0,158.0,8.672677941044348,1.148072247240204
24728,123.0,128.0,9.271503389600726,0.6360281537800765
27538,137.0,138.0,11.558601102915679,0.7519555731349152
24507,122.0,107.0,12.534104382812561,0.5766212113808067
882,4.0,82.0,9.3651396145656,1.1489269513166573
12397,61.0,197.0,10.29558394095717,1.2884868352259662
13271,66.0,71.0,13.85151218578427,0.7485217296056957
25387,126.0,187.0,10.975018019420961,0.8948954220525093
36611,183.0,11.0,6.942477106174195,1.4989318527549413
33018,165.0,18.0,8.837582724950273,0.9247589002448415
20513,102.0,113.0,7.178434335438112,0.5510905423718768
17426,87.0,26.0,9.756281983710352,0.7667729562084805
24019,120.0,19.0,14.129221233910295,0.7717991297129149
14981,74.0,181.0,6.27116987251145,0.7786644852333372
846,4.0,46.0,8.446256895793214,1.4523797961297966
32231,161.0,31.0,11.933371897059784,0.8250438005297418
14553,72.0,153.0,11.747413334678875,0.7248164073774072
35011,175.0,11.0,9.136824446636233,1.2694632537211248
30698,153.0,98.0,10.036709344293435,0.6517158959831314
20118,100.0,118.0,9.119879321316292,0.5510905423718768
34863,174.0,63.0,5.052350143936482,0.8180292101818183
7407,37.0,7.0,10.853644183949992,1.42078638953639
21129,105.0,129.0,10.97832968512386,0.5679255592068937
7886,39.0,86.0,10.561850446534937,0.7827595166008356
37572,187.0,172.0,9.45143590207079,1.7322473314152886
28289,141.0,89.0,7.133079425888097,0.6020881044198559
17207,86.0,7.0,13.44773787890468,0.9764503755633193
17556,87.0,156.0,8.711772862270898,0.6260147156480838
14877,74.0,77.0,10.725618293747646,0.656416466447801
26393,131.0,193.0,8.904355873852069,0.8948954220525093
18031,90.0,31.0,10.439237356256154,0.6915041390041794
21722,108.0,122.0,9.956911334938491,0.5647269060082405
3876,19.0,76.0,8.380594854548292,1.0277911986284856
4062,20.0,62.0,10.484008836978308,1.1476169066894877
3360,16.0,160.0,9.545663939321994,1.158975789354626
23724,118.0,124.0,8.291703507394086,0.5815619228432573
33964,169.0,164.0,10.441284736539512,1.1167789218292317
33177,165.0,177.0,7.550658095173879,1.1167789218292317
38369,191.0,169.0,9.141555591543495,1.5488896316102203
9867,49.0,67.0,14.777226045929503,0.7812014681677875
17237,86.0,37.0,12.495854055105914,0.6915041390041794
22144,110.0,144.0,8.579928007324972,0.5955871682850525
27805,139.0,5.0,12.283579696815277,0.9814765490677536
21727,108.0,127.0,10.52450653037412,0.5815619228432573
37194,185.0,194.0,10.2305277243506,2.6581732573412147
19834,99.0,34.0,10.38628988769781,0.6671534896535302
1699,8.0,99.0,8.967659668189215,1.1176769513166573
6328,31.0,128.0,6.5769158006504345,0.8474595044863075
32826,164.0,26.0,10.108130408324412,0.9247589002448415
16764,83.0,164.0,9.11370175037386,0.7231089296777816
287,1.0,87.0,7.999213883043945,1.1489269513166573
22243,111.0,43.0,8.264979077765654,0.6139644445290012
707,3.0,107.0,13.387287554343667,1.1176769513166573
23056,115.0,56.0,8.671839056260456,0.5892730865043098
36063,180.0,63.0,5.762204918869349,1.0474978092156348
28326,141.0,126.0,11.889886498749197,0.6614950468191256
19180,95.0,180.0,7.874544430204866,0.7250930566619085
33727,168.0,127.0,11.638999926794504,0.8318462010412476
24229,121.0,29.0,13.497816268485641,0.6965303125086137
6167,30.0,167.0,8.766805476596959,0.9923091226879593
23620,118.0,20.0,12.700125803465829,0.7388610532965776
5174,25.0,174.0,8.946017011638364,1.2772094075882443
34271,171.0,71.0,10.710374751009677,0.8023997699999484
31088,155.0,88.0,9.21327023031776,0.7168837030864224
2595,12.0,195.0,8.052775978872035,2.6349326599326606
16587,82.0,187.0,11.38788881787705,0.9047149054014044
6412,32.0,12.0,9.939188709715232,1.7056866744366743
23425,117.0,25.0,12.582893316637946,0.7388610532965776
16243,81.0,43.0,11.59046938313562,0.7119194508891801
34879,174.0,79.0,10.620715698626135,0.7872175837651306
18080,90.0,80.0,12.913269446557631,0.5863733629995251
25594,127.0,194.0,9.249025341373677,0.8948954220525093
1950,9.0,150.0,8.217437223309325,1.4101835188232248
33661,168.0,61.0,9.189741295610535,0.8180292101818183
10779,53.0,179.0,8.802697717080752,0.8565744869533234
2559,12.0,159.0,9.12772318447265,1.5212946299343362
4348,21.0,148.0,10.659130441921924,1.0478646782435148
20046,100.0,46.0,8.65749547778954,0.6175256980902547
1818,9.0,18.0,9.072417349242839,2.664020007770007
22794,113.0,194.0,9.35500203717109,0.8404291911156899
14757,73.0,157.0,11.697005854431627,0.6795861442195124
6814,34.0,14.0,11.07301210582429,1.7056866744366743
30755,153.0,155.0,8.758061928622164,0.8748434379582638
35410,177.0,10.0,7.65536489661882,1.2694632537211248
8798,43.0,198.0,7.734881601020771,1.963090009829141
38732,193.0,132.0,11.29950774389522,1.2639569108222362
27065,135.0,65.0,7.8211022777147825,0.6320486157778265
13015,65.0,15.0,13.093460109666811,1.123416555934672
17728,88.0,128.0,12.119958540165227,0.592276208557543
9979,49.0,179.0,9.595913351455799,0.8565744869533234
27487,137.0,87.0,6.0765816175060525,0.6168664295430086
38237,191.0,37.0,8.172881496879151,1.7919293036471298
12148,60.0,148.0,10.098876427492318,0.7574961459394985
20504,102.0,104.0,6.138837180124871,0.547244388525723
38331,191.0,131.0,10.383621173377925,1.2639569108222362
16438,82.0,38.0,11.67399070596509,0.7615472424524554
24964,124.0,164.0,10.577357688963104,0.7132894463288865
21596,107.0,196.0,6.3500368588817615,2.0438980906372217
39688,198.0,88.0,9.42508996563179,1.2045499684229664
