,x,y,z,wts
5892,29.0,92.0,9.254444049639401,0.5629533864827984
8921,44.0,121.0,7.233453376545693,0.5198309145919441
32013,160.0,13.0,11.287608861757425,1.2211159211159213
27633,138.0,33.0,12.672311484314706,0.6563284890490774
12424,62.0,24.0,12.133138334915198,0.7202464202464203
5454,27.0,54.0,11.790331731748084,0.7995481642540465
3661,18.0,61.0,9.009689258975389,0.9045392515980751
34356,171.0,156.0,7.300463757361652,1.0370867117890927
7140,35.0,140.0,10.334583270796514,0.5646594520675404
28225,141.0,25.0,12.210564564065116,0.7940599705305587
4346,21.0,146.0,10.796774354660238,0.7463485860544684
27397,136.0,197.0,8.410447471902762,1.2588043129709796
10516,52.0,116.0,11.593831968368434,0.49757865704556886
2719,13.0,119.0,8.442800815037813,0.8571258806552924
16183,80.0,183.0,9.665102333640831,0.9251366819007514
2886,14.0,86.0,8.86072254742067,0.7796200531494649
14000,70.0,0.0,12.587369484643947,1.0951141451141448
24054,120.0,54.0,6.88967728628805,0.6431039820745703
33231,166.0,31.0,8.60267666161515,1.0328146390646393
28411,142.0,11.0,11.896002231705086,0.9872223636929519
34503,172.0,103.0,9.354312637436012,0.9619398348565017
37758,188.0,158.0,9.998410695929,1.1561343308367118
35237,176.0,37.0,6.980778533056295,1.20375481000481
5382,26.0,182.0,9.778423434083656,0.8282688541617114
27276,136.0,76.0,7.524130437292174,0.7378775817501307
10932,54.0,132.0,9.838151481779947,0.5176370300451183
38694,193.0,94.0,8.337598890527593,1.3094596761263428
8100,40.0,100.0,7.650149986236446,0.512730172197084
9309,46.0,109.0,9.337801116564654,0.49757865704556886
10862,54.0,62.0,13.640515506486114,0.7307644153232389
3287,16.0,87.0,8.475894058264933,0.7796200531494649
22419,112.0,19.0,10.3408116814264,0.7678139942845825
4553,22.0,153.0,10.762177917407719,0.7553521874950447
19811,99.0,11.0,10.613790383069777,0.823369549840138
39311,196.0,111.0,5.807792169982752,1.990060325476992
7966,39.0,166.0,9.849337235003063,0.6253670684474256
28194,140.0,194.0,10.554169681567105,1.236357623857624
35800,179.0,0.0,6.061962662384923,3.3496873496873496
4591,22.0,191.0,12.088896628886674,1.2920828179756751
30147,150.0,147.0,10.189975498553483,1.0648644895668706
20254,101.0,54.0,9.130822948282344,0.7292150931856815
24793,123.0,193.0,7.716283098005076,1.3609294605506728
39183,195.0,183.0,8.241146222728176,1.4846065530589339
4585,22.0,185.0,10.712911705307231,0.989885015777873
14470,72.0,70.0,12.503993994070669,0.9639152514152514
5165,25.0,165.0,9.273734347664023,0.7613045684474257
16827,84.0,27.0,10.971070448432286,0.6455917720623603
28287,141.0,87.0,6.717472266586496,0.7974921683255017
7072,35.0,72.0,10.121570110247655,0.5995080083315378
13803,69.0,3.0,12.283415021738133,1.0951141451141448
33598,167.0,198.0,9.976679015033413,1.8710578002244664
12124,60.0,124.0,10.62715104095599,0.5269904217514512
35597,177.0,197.0,9.561835790400899,1.1752244668911336
38296,191.0,96.0,7.21978195183814,1.3094596761263428
8658,43.0,58.0,11.890604681691698,0.6987131332719569
11778,58.0,178.0,10.001125353597377,0.7333450279878851
37505,187.0,105.0,6.703742357275788,1.1851541205707874
4779,23.0,179.0,8.444428742948917,0.8282688541617114
10806,54.0,6.0,11.366474590608966,1.4157009657009656
34986,174.0,186.0,10.089252796023422,1.0302414736938545
9741,48.0,141.0,7.525302923841437,0.5077163951244834
6999,34.0,199.0,8.006152232882167,2.0384843331271902
3671,18.0,71.0,9.30292598919976,0.8526826115061409
7450,37.0,50.0,11.736541446164612,0.7797068944127766
22137,110.0,137.0,9.972193006444018,0.8669513707392495
29030,145.0,30.0,11.327027384481022,0.721143303863892
39381,196.0,181.0,8.834249182412883,1.7397085938752603
22238,111.0,38.0,9.13636627067008,0.5954849344555228
17161,85.0,161.0,9.334413261192728,0.8268692499279622
2625,13.0,25.0,10.082155958898833,2.6149073149073145
26452,132.0,52.0,8.48993912573237,0.5889914279620162
38032,190.0,32.0,8.984159232651942,2.369264069264069
10863,54.0,63.0,13.699270376374086,0.7307644153232389
28796,143.0,196.0,10.196467189700645,1.236357623857624
39359,196.0,159.0,12.612069348972433,1.500125260541927
31132,155.0,132.0,8.741447610581435,1.1325051822075631
25668,128.0,68.0,7.032904282959999,0.7706893596599478
7498,37.0,98.0,10.546709082187261,0.5431121166415285
8947,44.0,147.0,8.143757481908427,0.5211253717687542
20401,102.0,1.0,10.545166984922425,1.4956384574031634
17510,87.0,110.0,10.441449810828965,0.8998930274971941
16848,84.0,48.0,12.099457191682367,0.6969806609512491
12364,61.0,164.0,9.980164693389346,0.5849075279878851
26895,134.0,95.0,9.972272888826893,0.8727533269199936
18336,91.0,136.0,11.363385186358672,0.7472837120090908
21712,108.0,112.0,5.588880507855526,1.0612273528940195
34474,172.0,74.0,9.815556779724313,1.0080707872374541
1094,5.0,94.0,9.822747076442381,1.4518889607124903
14193,70.0,193.0,7.782579288001617,1.2581138898779591
17221,86.0,21.0,10.278363259341477,0.7122584387290269
2161,10.0,161.0,10.516702927779047,2.0436174936174933
25728,128.0,128.0,10.443605397608469,1.1096303297872563
14992,74.0,192.0,7.461869684913348,1.2581138898779591
26226,131.0,26.0,12.654534759835498,0.6931701196407078
9019,45.0,19.0,9.328298805716226,1.337129537129537
35074,175.0,74.0,11.739168402877056,1.0809874539041207
14533,72.0,133.0,10.077018236216254,0.6156829235455573
12983,64.0,183.0,8.462964250262374,0.7553835954809982
22657,113.0,57.0,8.180438506031432,0.7766537656243538
15539,77.0,139.0,10.537760478810345,0.6583481377793989
