,x,y,z,wts
6974,34.0,174.0,9.613670853862367,0.8447469187923264
30501,152.0,101.0,9.414082923790577,0.6831036308160492
26188,130.0,188.0,9.807843770378346,1.769808731573437
27483,137.0,83.0,4.994811673951678,0.611123081711317
19531,97.0,131.0,8.121022859930882,0.5177642306985273
3363,16.0,163.0,9.593131180997917,0.9479802199100444
27665,138.0,65.0,9.491220662165954,0.7148526854409208
18490,92.0,90.0,10.478825783738131,0.4683927183927184
5374,26.0,174.0,8.477658456903605,0.9182763305570323
33366,166.0,166.0,10.913416087114404,0.8849610689479973
11285,56.0,85.0,12.491165506151939,0.4825359825359825
12299,61.0,99.0,11.454767019497755,0.4825359825359825
14466,72.0,66.0,14.250414505654252,0.5394142894142894
25535,127.0,135.0,10.19766380863394,0.5043139383008663
17012,85.0,12.0,14.18066912131463,1.446969696969697
12519,62.0,119.0,11.901219337755155,0.4830233119706803
13859,69.0,59.0,15.240486380039583,0.5848688348688349
12406,62.0,6.0,10.295486752720734,1.8181417348084015
10918,54.0,118.0,12.020398783010261,0.502016664297366
9719,48.0,119.0,10.163691879155797,0.502016664297366
37989,189.0,189.0,7.507710835054784,4.094724556489261
35418,177.0,18.0,8.509556717967893,1.3176418715634401
27129,135.0,129.0,10.993957449747882,0.4982089321958602
21746,108.0,146.0,9.164680084261256,0.5570954647666034
28559,142.0,159.0,10.498730988481116,0.7081933921803205
21684,108.0,84.0,13.205183466641154,0.5203619909502262
17664,88.0,64.0,15.030827860398604,0.6065138565138566
11664,58.0,64.0,13.040280439269386,0.6073155239821907
21943,109.0,143.0,9.674968001544023,0.5570954647666034
402,2.0,2.0,11.300101312715706,2.4477713644380312
2398,11.0,198.0,8.275129050702335,1.7945326278659615
1003,5.0,3.0,9.395537436169414,2.4477713644380312
10469,52.0,69.0,13.437536207974086,0.5557621390954725
8935,44.0,135.0,8.335200941955764,0.6101111841565918
17360,86.0,160.0,9.925432326640303,0.7185829592950336
22962,114.0,162.0,11.234756565413363,0.695779879766808
10393,51.0,193.0,10.674115993705701,1.2037860278314352
10337,51.0,137.0,9.555290864292434,0.560253634299042
35072,175.0,72.0,11.02020086846613,0.925598729520298
22923,114.0,123.0,8.86032399381275,0.4651401491270772
28802,144.0,2.0,12.377464850614945,1.2795048996029388
22491,112.0,91.0,9.198711316727787,0.5044889750772104
33697,168.0,97.0,11.0445832592065,0.8669999813790663
22059,110.0,59.0,8.46414150739872,0.62409159467983
34303,171.0,103.0,9.099417255324562,0.8513137068692623
19103,95.0,103.0,9.99732131340594,0.4566032840886642
31202,156.0,2.0,11.176032634479279,1.2332086033066425
38202,191.0,2.0,6.375640939088383,1.7819664902998231
38826,194.0,26.0,9.278587252325297,1.5379966801535427
928,4.0,128.0,11.020945638948358,0.9799583132916467
35829,179.0,29.0,6.522416334362011,1.179566983488552
28612,143.0,12.0,11.915192966180037,1.1201911741127428
26593,132.0,193.0,9.371792088469899,1.769808731573437
279,1.0,79.0,8.01020581469929,1.196228154561488
5213,26.0,13.0,9.959078836209335,1.744067660734327
179,0.0,179.0,8.981033420239138,1.3172599005932342
19833,99.0,33.0,9.909773649011196,1.1192315309962373
19020,95.0,20.0,12.126850341848309,1.2951574569221629
38701,193.0,101.0,8.642177741444089,1.619498511655374
13091,65.0,91.0,14.364756096552107,0.4851814851814852
23558,117.0,158.0,10.036999657472162,0.6124465464334745
11768,58.0,168.0,8.83991582148263,0.7781406855194265
10614,53.0,14.0,11.636952027535145,1.484808401475068
1525,7.0,125.0,11.426331625798108,0.9799583132916467
34486,172.0,86.0,10.235922100626137,0.8912071951287636
36724,183.0,124.0,6.730562238567115,1.0507798181000796
287,1.0,87.0,7.999213883043945,1.1684503767837102
9057,45.0,57.0,13.230325458601003,0.6761664261664261
11799,58.0,199.0,10.455802950434661,1.5541463562619395
33164,165.0,164.0,10.516482243215059,0.8849610689479973
3288,16.0,88.0,7.747455790699161,1.006413339746673
30353,151.0,153.0,9.905207552444583,0.6627388467257749
8910,44.0,110.0,9.354575099568056,0.5489502375467287
14665,73.0,65.0,14.256255181329774,0.5848688348688349
28753,143.0,153.0,10.89412449164978,0.6248600588469869
73,0.0,73.0,10.524148117563794,1.2226831810165142
11716,58.0,116.0,11.006181490310727,0.4830233119706803
37157,185.0,157.0,8.657846924345089,1.0847304353840301
34657,173.0,57.0,3.307443844638005,0.9410308282857301
31182,155.0,182.0,8.955741104884627,1.3118027457896737
27363,136.0,163.0,10.527791947867755,0.6896748736618019
29133,145.0,133.0,13.214354371391906,0.5480664820534102
20703,103.0,103.0,6.563840000706756,0.4460769682991904
39218,196.0,18.0,7.121838804925341,2.4069664902998236
9100,45.0,100.0,6.9827480469789345,0.551386884720218
751,3.0,151.0,9.092150214032362,1.0125861792528459
32957,164.0,157.0,11.119915559917919,0.7306400812936762
59,0.0,59.0,7.675342079340977,1.293229918229918
31655,158.0,55.0,8.83001272143736,0.8987428693311047
33362,166.0,162.0,11.44441278958357,0.8849610689479973
33001,165.0,1.0,10.27248372034775,1.2710873911854301
5993,29.0,193.0,10.0811507223461,1.2479455719909796
6170,30.0,170.0,9.05624216474116,0.8447469187923264
541,2.0,141.0,9.967267169686155,0.9508577841911175
29098,145.0,98.0,11.656805075190059,0.6023818834276351
7009,35.0,9.0,11.247817115446868,1.9662898829565498
5947,29.0,147.0,8.64056053238346,0.654270728316136
8108,40.0,108.0,8.426495946417807,0.5489502375467287
20568,102.0,168.0,7.209772900846264,0.9337465914177303
39108,195.0,108.0,7.608091771927773,2.4038122371455706
