,x,y,z,wts
18161,90.0,161.0,10.170086521790829,0.862963551142899
21518,107.0,118.0,7.958936474999812,0.746852209279794
10215,51.0,15.0,9.625195594224888,0.8637962436982045
14204,71.0,4.0,11.88163817364276,1.0527369326388936
28065,140.0,65.0,10.179568253244767,0.5212628016625213
6414,32.0,14.0,10.624700935296092,0.9179889645575923
20399,101.0,199.0,8.957421429411186,4.201418951418951
5435,27.0,35.0,11.430735356730779,0.850087729989691
20637,103.0,37.0,8.201875348676777,0.5878205461188163
34339,171.0,139.0,10.725278264664112,1.0947600305654532
32504,162.0,104.0,9.746212052841472,0.6867345331830718
35062,175.0,62.0,4.529682627026786,0.7218230791678787
38296,191.0,96.0,7.21978195183814,2.1973213264403193
31006,155.0,6.0,11.245468449634489,1.142694684326288
25025,125.0,25.0,13.338781262832507,0.6484586734236103
37741,188.0,141.0,11.321605722044218,1.2753155861210086
5121,25.0,121.0,7.496938090917269,0.767845837878256
10489,52.0,89.0,11.898746417111841,0.6090036578297672
6223,31.0,23.0,9.96465344885779,0.814814361382989
17438,87.0,38.0,12.218065962942863,0.5610320278691975
35696,178.0,96.0,8.833408022118833,0.6834324375514308
14449,72.0,49.0,13.958507471786124,0.5771111604444937
8718,43.0,118.0,7.250936081159892,0.6250924402228974
34060,170.0,60.0,6.730096557409569,0.5975994766834067
34321,171.0,121.0,11.070775858197909,0.8126218788620841
17336,86.0,136.0,12.151787338287882,0.6969582601376082
5254,26.0,54.0,12.758752326596706,0.8059960192313134
5330,26.0,130.0,5.741587199998641,0.767845837878256
13582,67.0,182.0,5.733477800775465,1.3403941066984546
13255,66.0,55.0,12.264104523570715,0.616284949618283
4885,24.0,85.0,7.969127367198086,0.7559958722239425
5554,27.0,154.0,10.268654855138928,1.225517795550214
7879,39.0,79.0,10.37619055484243,0.6132424745685839
20414,102.0,14.0,9.710972284954243,0.7527235443551479
16415,82.0,15.0,12.458805156840878,0.768403831809629
3017,15.0,17.0,9.374575077313013,1.0987649786669396
11772,58.0,172.0,9.582472551698709,1.0232644770688248
26690,133.0,90.0,5.901145772594016,0.6107807163163055
30274,151.0,74.0,9.957866322637987,0.5565941856781157
204,1.0,4.0,11.258889727909706,1.9699770998790604
25605,128.0,5.0,10.436050983336191,0.9575495825145194
27088,135.0,88.0,6.0636840658579985,0.6107807163163055
6245,31.0,45.0,11.07417307509846,0.7407402873089151
18358,91.0,158.0,10.338385668229302,0.7703709585503066
37230,186.0,30.0,7.1890020840553515,1.159840260167516
33156,165.0,156.0,11.553533142583964,1.8412573502535627
29454,147.0,54.0,11.017211387056584,0.4864883655722956
3727,18.0,127.0,7.9221588215376,0.9927135627459809
24649,123.0,49.0,6.301964910361953,0.5123077044721298
21425,107.0,25.0,9.14248495779705,0.6441376857692892
38238,191.0,38.0,8.883356627778388,1.5015639486653978
36562,182.0,162.0,8.3485956925731,3.0943289314501436
29410,147.0,10.0,11.404813303920655,0.8447148863464901
7929,39.0,129.0,7.811682663696005,0.6374381192352432
4974,24.0,174.0,9.343841098985056,1.5285554823598304
2741,13.0,141.0,9.605371309816782,1.1593802294126474
39892,199.0,92.0,9.008923310280208,2.121563750682743
11702,58.0,102.0,10.638379266376576,0.6214614094179536
4521,22.0,121.0,8.560618447306478,0.767845837878256
1094,5.0,94.0,9.822747076442381,1.3416440203720907
32329,161.0,129.0,10.321935546210948,0.8761678588482815
2152,10.0,152.0,9.788018366179715,1.450385520417939
24487,122.0,87.0,10.484353636648924,0.6390543592532049
30679,153.0,79.0,10.029314808562416,0.5750803543001539
10937,54.0,137.0,10.694887409315076,0.6415230865555047
20154,100.0,154.0,9.510710506462843,0.8034972525461658
19636,98.0,36.0,10.567422911421176,0.5878205461188163
14658,73.0,58.0,14.586012132959397,0.6009206842540176
8507,42.0,107.0,8.730572967502246,0.6277379428684001
29048,145.0,48.0,12.990179294586857,0.4864883655722956
24566,122.0,166.0,11.005193300123555,1.0097555187517309
39030,195.0,30.0,9.313596335380215,1.5899477870492362
36218,181.0,18.0,6.8173420120988,1.364705684598158
26679,133.0,79.0,6.407545787155756,0.591336271871861
35404,177.0,4.0,8.667140507038159,1.3595108794033526
3200,16.0,0.0,10.040103167889367,1.3639164938184545
14378,71.0,178.0,4.7718076864528145,0.9862274400317879
1887,9.0,87.0,8.353339811880382,1.3416440203720907
3010,15.0,10.0,9.39769096700553,1.0987649786669396
14043,70.0,43.0,11.586366079425504,0.5870317953651287
24027,120.0,27.0,13.277021122688199,0.6330265746581781
15418,77.0,18.0,11.46952819400369,0.768403831809629
21057,105.0,57.0,10.38952925605169,0.5606475557105318
29402,147.0,2.0,11.459889232782157,1.0395200811516847
34881,174.0,81.0,11.111036379561403,0.6148328471776467
19866,99.0,66.0,14.21002360155089,0.5660588111217872
15645,78.0,45.0,12.548919550783186,0.5678502096873793
37210,186.0,10.0,6.4188804226171,1.364705684598158
32724,163.0,124.0,12.684833576786872,0.8761678588482815
20382,101.0,182.0,7.013087383979595,1.9985204006943138
129,0.0,129.0,10.178077295076616,1.8622787801372847
28887,144.0,87.0,7.9189785166447235,0.5998158040356036
1227,6.0,27.0,10.55805753039447,1.4565090864110473
30267,151.0,67.0,11.710930739033675,0.5565941856781157
3800,19.0,0.0,8.92428149830462,1.2448688747708356
37549,187.0,149.0,11.662852183550163,1.5872064243276365
34296,171.0,96.0,10.34963429339884,0.6834324375514308
9369,46.0,169.0,10.323265981109962,1.1029428396419245
12987,64.0,187.0,8.72423972372022,1.3774311437354918
7984,39.0,184.0,10.431349400100352,1.599653365957714
