,x,y,z,wts
37408,187.0,8.0,6.441395597588813,3.2275132275132283
35069,175.0,69.0,9.784198666885487,0.848706229673834
24873,124.0,73.0,7.052876675134458,0.5218450250348518
2042,10.0,42.0,10.488243621262137,1.1745550745550746
14481,72.0,81.0,12.344819064503502,0.5093458956032055
32176,160.0,176.0,9.282232220384335,1.0463951686173907
33922,169.0,122.0,11.701559948680192,0.7562316284538505
9557,47.0,157.0,8.414050263181435,0.8336927663553051
23536,117.0,136.0,8.667537523678691,0.4887775199866703
22613,113.0,13.0,11.036100376908362,0.9894147404803841
32044,160.0,44.0,9.25147021735234,0.9203753013429057
16031,80.0,31.0,9.500422745397978,0.7561986249808749
29342,146.0,142.0,10.26025349199413,0.5487520709742932
65,0.0,65.0,10.350671886109152,1.060357543690877
32144,160.0,144.0,9.171793987712022,0.6617150339372562
11137,55.0,137.0,9.433373860554891,0.6288811170992114
30838,154.0,38.0,10.996941581712496,0.8852056779379882
16490,82.0,90.0,13.374635518265173,0.4981225510465277
28191,140.0,191.0,9.248202165594114,1.419940142162365
39990,199.0,190.0,8.449320610731473,4.665971888194112
30903,154.0,103.0,9.04359629649283,0.6158048741382075
27260,136.0,60.0,10.454873584181108,0.570537835492368
9451,47.0,51.0,12.68853088157952,0.738913501486601
15550,77.0,150.0,9.832333122072457,0.6896071735855018
5101,25.0,101.0,8.347447238604792,0.7764543439208043
32669,163.0,69.0,8.603034535488861,0.7140260949936995
23747,118.0,147.0,9.337871617458285,0.5330953420822703
8289,41.0,89.0,9.661182248419578,0.5979694606887589
8259,41.0,59.0,11.300721768485154,0.6668970405812511
28056,140.0,56.0,11.991377445445213,0.6611519538842642
10060,50.0,60.0,13.295132586687856,0.6154567113631441
32558,162.0,158.0,10.977292930759395,0.7913446635668858
33564,167.0,164.0,10.630381327229857,1.0662364384586607
4166,20.0,166.0,8.966200926454336,1.692122463020296
13492,67.0,92.0,13.313885584866835,0.5060970327052199
25919,129.0,119.0,9.426351835816865,0.4619982897760676
18845,94.0,45.0,12.445649714041709,0.6342102805287622
19817,99.0,17.0,12.226146020061382,1.033843623144561
25657,128.0,57.0,7.102666035004261,0.5427600577145903
131,0.0,131.0,8.870736887975628,1.7394173068837673
31249,156.0,49.0,9.561907708498225,0.7344120271443375
23117,115.0,117.0,10.372047170216568,0.4587494268780819
14649,73.0,49.0,13.863533666021919,0.6035477778855832
22739,113.0,139.0,8.614013852035267,0.4887775199866703
29134,145.0,134.0,12.044951537603165,0.5403345625567849
17755,88.0,155.0,9.787245888367233,0.6774239377180554
1331,6.0,131.0,13.157342063229347,1.7394173068837673
11062,55.0,62.0,13.996129638925774,0.6154567113631441
27667,138.0,67.0,9.090183993611264,0.5496228028126295
35617,178.0,17.0,7.96615489223287,1.8597004018998904
10942,54.0,142.0,8.397516845514971,0.6731989391948112
2588,12.0,188.0,9.76065666196729,2.8246187363834423
39128,195.0,128.0,8.996512777687576,1.922104644326867
27580,137.0,180.0,11.869201273077168,0.8932890155112377
3518,17.0,118.0,8.567771313878525,1.0115669074647402
1437,7.0,37.0,10.418072257429019,1.4523328523328523
24389,121.0,189.0,8.12042252446177,1.390394524381453
12883,64.0,83.0,13.666573291481036,0.5343458956032056
17018,85.0,18.0,12.078628289500607,1.029978888845044
34807,174.0,7.0,10.568641447110192,1.657464918334483
15412,77.0,12.0,10.109285788626268,1.0433981051628112
31148,155.0,148.0,11.081013378393783,0.5950483672705894
14992,74.0,192.0,7.461869684913348,1.7208186693480816
24785,123.0,185.0,9.518564569493677,0.8792834132703414
7940,39.0,140.0,9.092576153604625,0.8655066315025034
17936,89.0,136.0,12.621831087939361,0.5682913008076406
37924,189.0,124.0,6.674774114947735,1.4062316284538512
34231,171.0,31.0,7.629432863500989,1.1397115206791248
32759,163.0,159.0,11.592200826798248,0.9580113302335526
29619,148.0,19.0,12.124226119740177,1.024688109087086
23719,118.0,119.0,10.740448951155829,0.4587494268780819
18067,90.0,67.0,13.32703164617676,0.48795219762674635
7016,35.0,16.0,11.907729692077726,1.4386644219977551
699,3.0,99.0,11.057846668974427,1.0123449964781233
10181,50.0,181.0,10.157688045409905,1.7584003686944865
18923,94.0,123.0,10.54232688875862,0.5283130873000154
9681,48.0,81.0,12.964900971623749,0.5497779943686377
27711,138.0,111.0,12.682275823528059,0.5180682486238042
1288,6.0,88.0,8.218965687473835,0.991429963798385
8756,43.0,156.0,8.945787264954978,1.0260004586629974
27178,135.0,178.0,13.55381976714531,0.8932890155112377
633,3.0,33.0,8.493937975542037,1.4523328523328523
38946,194.0,146.0,12.524714909323055,1.419940142162365
27012,135.0,12.0,12.283876910378751,0.9894147404803841
20075,100.0,75.0,12.589670344782414,0.49181693192626325
33460,167.0,60.0,9.443552556817147,0.922780303747908
25601,128.0,1.0,11.404637810189957,1.2944256337265714
16347,81.0,147.0,11.898744620656453,0.624792358770687
29779,148.0,179.0,11.020493291481905,0.9088290310512532
419,2.0,19.0,7.9354318722827735,3.3923681257014593
25925,129.0,125.0,10.35661358245927,0.45582545026989474
2491,12.0,91.0,7.388697861332209,0.852541074909496
4329,21.0,129.0,7.139715532087759,0.906628635859802
19805,99.0,5.0,11.012495711626265,2.098658437959376
34686,173.0,86.0,9.820614266721122,0.8202383207711427
25903,129.0,103.0,9.84748684802926,0.49029047084602645
34718,173.0,118.0,9.791535039379259,0.7624044679600234
7863,39.0,63.0,11.906687947559407,0.6668970405812511
16250,81.0,50.0,12.533114535894311,0.5614602357980412
17991,89.0,191.0,7.643534838682966,1.277696976226388
