,x,y,z,wts
16468,82.0,68.0,14.572626544264534,0.5939015884358294
36360,181.0,160.0,7.246656325609541,1.6083790831548284
18433,92.0,33.0,10.612287069280685,0.6940403728473767
18828,94.0,28.0,10.971040228060554,0.6940403728473767
4879,24.0,79.0,8.70181850336525,0.7597685043649821
11175,55.0,175.0,9.693054093605431,1.0606163380615194
12612,63.0,12.0,12.740457823753726,0.979101842610339
28068,140.0,68.0,8.458022421059443,0.6524433512082892
30940,154.0,140.0,10.165669716655064,0.9665070174271279
25831,129.0,31.0,12.692372900833899,0.7396222693991009
20751,103.0,151.0,8.95319598669537,0.8757664671277541
35137,175.0,137.0,8.93213470302899,1.087545749821494
29612,148.0,12.0,10.968670124547224,0.9029634707026643
13502,67.0,102.0,10.482983939219396,0.5956260867635884
14155,70.0,155.0,10.875199333162879,0.8663302511697989
10026,50.0,26.0,10.701545532073538,0.8575666613736654
34691,173.0,91.0,9.930166238088864,0.8253260729466446
37113,185.0,113.0,7.55350108562692,1.0330857439792365
11695,58.0,95.0,8.366756219765438,0.5862194557536966
30666,153.0,66.0,12.271695745217812,0.7323194935844317
27380,136.0,180.0,12.5356710915162,1.1825212400175724
27099,135.0,99.0,10.46618282973965,0.6455752193401573
28443,142.0,43.0,12.996029152145468,0.6988011708219228
7720,38.0,120.0,6.212774493307037,0.7486758255691413
24100,120.0,100.0,11.689217062613189,0.6287691992732677
33089,165.0,89.0,11.292061855488932,0.7042873405522786
1702,8.0,102.0,9.904447222662641,0.8830281839294148
3167,15.0,167.0,9.716130738731987,1.3268544140633247
29308,146.0,108.0,12.614633888840485,0.6705752193401573
39954,199.0,154.0,14.580713387992297,1.7911387541874204
34716,173.0,116.0,9.689270554962082,0.8503260729466446
37991,189.0,191.0,7.976240252657464,5.359378550105784
32229,161.0,29.0,11.930767835173217,0.840140410678112
11783,58.0,183.0,8.55749369280629,1.5154848526315259
19034,95.0,34.0,11.218556290418114,0.6114132542033089
11944,59.0,144.0,9.820118470983104,0.7858899942589537
38210,191.0,10.0,7.596805640761879,1.654142895737722
17011,85.0,11.0,14.32736567215738,0.8155755540840504
18105,90.0,105.0,9.423961791648738,0.5887579548954566
4579,22.0,179.0,7.931702371017467,1.205319232826651
12229,61.0,29.0,11.910763905226409,0.8575666613736654
4489,22.0,89.0,8.808225150818622,0.7309223505188281
6384,31.0,184.0,7.845525288307513,1.6601877473966575
25181,125.0,181.0,11.342866352376712,1.102307336274257
33940,169.0,140.0,11.006549603980142,1.087545749821494
2876,14.0,76.0,9.12406091056005,0.8813036856016557
782,3.0,182.0,10.209884855104473,1.3268544140633247
4325,21.0,125.0,7.866115661135108,0.8378818915816302
2566,12.0,166.0,9.76935027247445,1.1537323483356252
27762,138.0,162.0,11.1438814324965,1.0093991742898731
7211,36.0,11.0,11.648709688318903,1.3957685092770051
27141,135.0,141.0,11.087902844684862,0.9077948962150066
36042,180.0,42.0,6.356558391148963,0.87855202442841
15200,76.0,0.0,9.662293675446298,0.8444217079302043
14534,72.0,134.0,10.104481248536137,0.7647259730949325
22429,112.0,29.0,10.343942284386904,0.7159153728473768
176,0.0,176.0,8.651121175021613,1.3268544140633247
16237,81.0,37.0,11.663265747540871,0.6402594080494629
10844,54.0,44.0,11.399814706727494,0.7749395427295975
32569,162.0,169.0,10.057024617923368,1.6604624164881614
23436,117.0,36.0,9.57980964591791,0.6569951507550332
5884,29.0,84.0,9.147884264344594,0.7309223505188281
6802,34.0,2.0,11.013155908980997,1.3957685092770051
10194,50.0,194.0,11.614156146428902,1.5154848526315259
37694,188.0,94.0,6.857779823648379,1.0080857439792366
32311,161.0,111.0,10.115584740071018,0.7292873405522786
29733,148.0,133.0,11.13179112805691,0.9077948962150066
35636,178.0,36.0,5.652902185725941,0.87855202442841
38048,190.0,48.0,5.323009901123829,1.0613116954610018
9639,48.0,39.0,12.765962899307908,1.191606209396264
1884,9.0,84.0,8.255935481819996,0.8524575317555018
4861,24.0,61.0,10.303893704837845,0.8944486390451168
7656,38.0,56.0,11.538091430856193,0.8052425730326279
10516,52.0,116.0,11.593831968368434,0.6167901079276096
30232,151.0,32.0,11.578947297534947,0.840140410678112
3601,18.0,1.0,10.334852080404259,2.5207685092770054
32022,160.0,22.0,9.730632097883484,0.840140410678112
21444,107.0,44.0,9.03197658352218,0.6332882542033089
33000,165.0,0.0,9.146917112646067,0.9616755919147856
32496,162.0,96.0,8.841026430124119,0.7042873405522786
26363,131.0,163.0,10.142768603184372,0.9291852705465575
4490,22.0,90.0,8.551075257117688,0.7309223505188281
37449,187.0,49.0,4.1114474531001255,1.0613116954610018
5080,25.0,80.0,8.32594069349043,0.7597685043649821
18469,92.0,69.0,13.884670959711785,0.5650554345896756
10894,54.0,94.0,10.027056642184252,0.5862194557536966
38624,193.0,24.0,8.660449149855038,1.1439388141050697
3109,15.0,109.0,8.120667720661483,0.8830281839294148
17730,88.0,130.0,11.060487657999506,0.6651468437843456
17574,87.0,174.0,9.723131333753308,1.0325841850293664
1269,6.0,69.0,8.854046659714491,0.8813036856016557
37637,188.0,37.0,8.729297683783614,1.0613116954610018
4812,24.0,12.0,9.045031903874445,2.5207685092770054
15963,79.0,163.0,9.65671408462036,0.8663302511697989
1105,5.0,105.0,12.553764391355832,0.8830281839294148
37810,189.0,10.0,7.425272495375071,1.654142895737722
33103,165.0,103.0,9.147775698557371,0.7292873405522786
7279,36.0,79.0,9.520603386673024,0.6705624383524932
19600,98.0,0.0,9.523376774460125,0.8155755540840504
13634,68.0,34.0,12.615956479217642,0.6402594080494629
